Time,Driver,DriverNumber,LapTime,LapNumber,TotalSeconds,TyreLife,Position,SpeedI1,SpeedI2,SpeedFL,SpeedST,Sector1TimeTotal,Sector2TimeTotal,Sector3TimeTotal
0 days 01:04:44.366000,LAW,40,0 days 00:02:10.307000,1.0,130.307,1.0,15.0,203.0,70.0,243.0,272.0,,39.035,49.63
0 days 01:07:08.934000,LAW,40,0 days 00:02:24.568000,2.0,144.568,2.0,15.0,177.0,129.0,126.0,225.0,50.744,46.937,46.887
0 days 01:09:32.578000,LAW,40,0 days 00:02:23.644000,3.0,143.644,3.0,17.0,67.0,163.0,,190.0,54.147,44.896,44.601
0 days 01:11:55.271000,LAW,40,0 days 00:02:22.693000,4.0,142.693,1.0,18.0,218.0,79.0,275.0,163.0,60.415,38.123,44.155
0 days 01:13:29.897000,LAW,40,0 days 00:01:34.626000,5.0,94.626,2.0,18.0,227.0,279.0,273.0,310.0,35.136,31.739,27.751
0 days 01:15:03.001000,LAW,40,0 days 00:01:33.104000,6.0,93.104,3.0,18.0,226.0,275.0,273.0,305.0,34.364,31.323,27.417
0 days 01:16:35.181000,LAW,40,0 days 00:01:32.180000,7.0,92.18,4.0,18.0,,274.0,273.0,299.0,34.226,30.983,26.971
0 days 01:18:06.593000,LAW,40,0 days 00:01:31.412000,8.0,91.412,5.0,18.0,229.0,277.0,275.0,303.0,33.939,30.705,26.768
0 days 01:19:37.718000,LAW,40,0 days 00:01:31.125000,9.0,91.125,6.0,18.0,226.0,274.0,280.0,302.0,33.877,30.529,26.719
0 days 01:21:08.949000,LAW,40,0 days 00:01:31.231000,10.0,91.231,7.0,17.0,227.0,276.0,282.0,322.0,33.861,30.701,26.669
0 days 01:22:40.055000,LAW,40,0 days 00:01:31.106000,11.0,91.106,8.0,16.0,229.0,277.0,281.0,329.0,33.94,30.515,26.651
0 days 01:24:11.891000,LAW,40,0 days 00:01:31.836000,12.0,91.836,9.0,14.0,227.0,274.0,282.0,324.0,33.833,30.97,27.033
0 days 01:25:44.168000,LAW,40,0 days 00:01:32.277000,13.0,92.277,10.0,12.0,225.0,274.0,274.0,,34.166,30.995,27.116
0 days 01:27:15.498000,LAW,40,0 days 00:01:31.330000,14.0,91.33,11.0,10.0,229.0,279.0,283.0,307.0,33.93,30.621,26.779
0 days 01:28:47.153000,LAW,40,0 days 00:01:31.655000,15.0,91.655,12.0,10.0,227.0,277.0,274.0,321.0,34.106,30.697,26.852
0 days 01:30:19.021000,LAW,40,0 days 00:01:31.868000,16.0,91.868,13.0,12.0,228.0,280.0,276.0,299.0,34.527,30.699,26.642
0 days 01:31:50.480000,LAW,40,0 days 00:01:31.459000,17.0,91.459,14.0,13.0,229.0,276.0,277.0,304.0,34.326,30.663,26.47
0 days 01:33:21.869000,LAW,40,0 days 00:01:31.389000,18.0,91.389,15.0,13.0,,276.0,276.0,305.0,34.256,30.628,26.505
0 days 01:34:53.148000,LAW,40,0 days 00:01:31.279000,19.0,91.279,16.0,12.0,228.0,279.0,283.0,304.0,34.223,30.541,26.515
0 days 01:36:23.755000,LAW,40,0 days 00:01:30.607000,20.0,90.607,17.0,12.0,229.0,279.0,281.0,326.0,33.544,30.504,26.559
0 days 01:37:58.661000,LAW,40,0 days 00:01:34.906000,21.0,94.906,18.0,15.0,226.0,275.0,,322.0,33.358,30.418,31.13
0 days 01:39:52.499000,LAW,40,0 days 00:01:53.838000,22.0,113.838,1.0,18.0,228.0,273.0,273.0,173.0,56.909,30.37,26.559
0 days 01:41:22.878000,LAW,40,0 days 00:01:30.379000,23.0,90.379,2.0,18.0,230.0,276.0,274.0,301.0,33.669,30.104,26.606
0 days 01:42:52.540000,LAW,40,0 days 00:01:29.662000,24.0,89.662,3.0,18.0,229.0,272.0,275.0,296.0,33.321,30.075,26.266
0 days 01:44:21.649000,LAW,40,0 days 00:01:29.109000,25.0,89.109,4.0,18.0,,277.0,273.0,298.0,33.157,29.856,26.096
0 days 01:45:50.960000,LAW,40,0 days 00:01:29.311000,26.0,89.311,5.0,18.0,,271.0,274.0,297.0,33.111,29.997,26.203
0 days 01:47:20.155000,LAW,40,0 days 00:01:29.195000,27.0,89.195,6.0,17.0,230.0,273.0,274.0,296.0,33.137,30.033,26.025
0 days 01:48:49.043000,LAW,40,0 days 00:01:28.888000,28.0,88.888,7.0,16.0,,273.0,273.0,,32.881,29.896,26.111
0 days 01:50:17.785000,LAW,40,0 days 00:01:28.742000,29.0,88.742,8.0,16.0,,273.0,275.0,297.0,33.132,29.753,25.857
0 days 01:51:46.491000,LAW,40,0 days 00:01:28.706000,30.0,88.706,9.0,16.0,,275.0,274.0,296.0,32.924,29.814,25.968
0 days 01:53:14.789000,LAW,40,0 days 00:01:28.298000,31.0,88.298,10.0,16.0,231.0,273.0,275.0,297.0,32.77,29.644,25.884
0 days 01:54:43.822000,LAW,40,0 days 00:01:29.033000,32.0,89.033,11.0,16.0,229.0,275.0,274.0,,33.004,29.963,26.066
0 days 01:56:12.457000,LAW,40,0 days 00:01:28.635000,33.0,88.635,12.0,16.0,,274.0,275.0,299.0,33.023,29.707,25.905
0 days 01:57:41.331000,LAW,40,0 days 00:01:28.874000,34.0,88.874,13.0,16.0,230.0,274.0,274.0,300.0,33.035,29.785,26.054
0 days 01:59:10.243000,LAW,40,0 days 00:01:28.912000,35.0,88.912,14.0,16.0,,275.0,275.0,301.0,33.061,29.743,26.108
0 days 02:00:39.872000,LAW,40,0 days 00:01:29.629000,36.0,89.629,15.0,16.0,221.0,278.0,276.0,299.0,33.347,29.945,26.337
0 days 02:02:08.602000,LAW,40,0 days 00:01:28.730000,37.0,88.73,16.0,16.0,225.0,274.0,276.0,,33.0,29.747,25.983
0 days 02:03:37.225000,LAW,40,0 days 00:01:28.623000,38.0,88.623,17.0,16.0,229.0,277.0,276.0,,32.989,29.773,25.861
0 days 02:05:09.913000,LAW,40,0 days 00:01:32.688000,39.0,92.688,18.0,16.0,230.0,278.0,,302.0,32.832,29.665,30.191
0 days 02:07:02.130000,LAW,40,0 days 00:01:52.217000,40.0,112.217,1.0,16.0,229.0,276.0,275.0,175.0,55.614,30.419,26.184
0 days 02:08:32.717000,LAW,40,0 days 00:01:30.587000,41.0,90.587,2.0,16.0,230.0,277.0,276.0,252.0,34.481,30.002,26.104
0 days 02:10:02.501000,LAW,40,0 days 00:01:29.784000,42.0,89.784,3.0,16.0,229.0,277.0,276.0,300.0,33.859,29.987,25.938
0 days 02:11:30.543000,LAW,40,0 days 00:01:28.042000,43.0,88.042,4.0,16.0,231.0,276.0,276.0,297.0,32.791,29.594,25.657
0 days 02:12:58.335000,LAW,40,0 days 00:01:27.792000,44.0,87.792,5.0,16.0,233.0,274.0,275.0,295.0,32.737,29.537,25.518
0 days 02:14:28.129000,LAW,40,0 days 00:01:29.794000,45.0,89.794,6.0,17.0,230.0,277.0,276.0,301.0,33.788,29.772,26.234
0 days 02:15:57.408000,LAW,40,0 days 00:01:29.279000,46.0,89.279,7.0,17.0,232.0,279.0,276.0,291.0,33.656,29.717,25.906
0 days 02:17:25.518000,LAW,40,0 days 00:01:28.110000,47.0,88.11,8.0,17.0,230.0,277.0,276.0,301.0,32.846,29.522,25.742
0 days 02:18:53.926000,LAW,40,0 days 00:01:28.408000,48.0,88.408,9.0,17.0,231.0,276.0,277.0,299.0,32.878,29.577,25.953
0 days 02:20:25.526000,LAW,40,0 days 00:01:31.600000,49.0,91.6,10.0,17.0,204.0,280.0,276.0,,34.686,30.812,26.102
0 days 02:21:53.582000,LAW,40,0 days 00:01:28.056000,50.0,88.056,11.0,17.0,230.0,276.0,275.0,298.0,32.748,29.555,25.753
0 days 02:23:21.812000,LAW,40,0 days 00:01:28.230000,51.0,88.23,12.0,17.0,232.0,277.0,274.0,,32.943,29.497,25.79
0 days 02:24:49.448000,LAW,40,0 days 00:01:27.636000,52.0,87.636,13.0,17.0,233.0,278.0,275.0,,32.52,29.398,25.718
0 days 02:26:17.313000,LAW,40,0 days 00:01:27.865000,53.0,87.865,14.0,17.0,235.0,277.0,276.0,294.0,32.773,29.398,25.694
0 days 02:27:44.426000,LAW,40,0 days 00:01:27.113000,54.0,87.113,15.0,17.0,236.0,276.0,276.0,295.0,32.368,29.195,25.55
0 days 02:29:11.892000,LAW,40,0 days 00:01:27.466000,55.0,87.466,16.0,17.0,235.0,277.0,275.0,297.0,32.428,29.296,25.742
0 days 02:30:40.335000,LAW,40,0 days 00:01:28.443000,56.0,88.443,17.0,17.0,234.0,276.0,272.0,296.0,32.881,29.535,26.027
0 days 01:04:39.248000,SAR,2,0 days 00:02:05.189000,1.0,125.189,1.0,12.0,203.0,127.0,260.0,270.0,,35.024,49.062
0 days 01:07:04.027000,SAR,2,0 days 00:02:24.779000,2.0,144.779,2.0,12.0,169.0,148.0,142.0,262.0,52.581,46.707,45.491
0 days 01:09:27.189000,SAR,2,0 days 00:02:23.162000,3.0,143.162,3.0,11.0,74.0,172.0,251.0,120.0,55.468,43.887,43.807
0 days 01:11:52.256000,SAR,2,0 days 00:02:25.067000,4.0,145.067,4.0,11.0,134.0,82.0,280.0,236.0,47.832,47.309,49.926
0 days 01:13:25.419000,SAR,2,0 days 00:01:33.163000,5.0,93.163,5.0,11.0,218.0,275.0,280.0,312.0,34.574,31.422,27.167
0 days 01:14:58.147000,SAR,2,0 days 00:01:32.728000,6.0,92.728,6.0,11.0,227.0,275.0,280.0,314.0,33.89,31.449,27.389
0 days 01:16:29.284000,SAR,2,0 days 00:01:31.137000,7.0,91.137,7.0,11.0,229.0,276.0,285.0,311.0,33.709,30.669,26.759
0 days 01:18:00.157000,SAR,2,0 days 00:01:30.873000,8.0,90.873,8.0,11.0,231.0,276.0,279.0,328.0,33.316,30.724,26.833
0 days 01:19:31.856000,SAR,2,0 days 00:01:31.699000,9.0,91.699,9.0,11.0,226.0,278.0,280.0,311.0,34.022,30.776,26.901
0 days 01:21:03.020000,SAR,2,0 days 00:01:31.164000,10.0,91.164,10.0,11.0,225.0,276.0,278.0,312.0,33.557,30.869,26.738
0 days 01:22:34.122000,SAR,2,0 days 00:01:31.102000,11.0,91.102,11.0,10.0,227.0,276.0,280.0,309.0,33.347,30.858,26.897
0 days 01:24:04.820000,SAR,2,0 days 00:01:30.698000,12.0,90.698,12.0,8.0,,276.0,279.0,,33.474,30.547,26.677
0 days 01:25:39.731000,SAR,2,0 days 00:01:34.911000,13.0,94.911,13.0,9.0,,276.0,,308.0,33.3,30.705,30.906
0 days 01:27:33.429000,SAR,2,0 days 00:01:53.698000,14.0,113.698,1.0,17.0,229.0,276.0,276.0,170.0,56.952,30.087,26.659
0 days 01:29:02.428000,SAR,2,0 days 00:01:28.999000,15.0,88.999,2.0,17.0,231.0,279.0,275.0,305.0,32.713,29.933,26.353
0 days 01:30:31.849000,SAR,2,0 days 00:01:29.421000,16.0,89.421,3.0,17.0,234.0,280.0,277.0,,32.918,30.211,26.292
0 days 01:32:00.904000,SAR,2,0 days 00:01:29.055000,17.0,89.055,4.0,17.0,236.0,280.0,276.0,307.0,32.782,29.968,26.305
0 days 01:33:30.599000,SAR,2,0 days 00:01:29.695000,18.0,89.695,5.0,17.0,235.0,282.0,280.0,,33.103,30.179,26.413
0 days 01:35:00.259000,SAR,2,0 days 00:01:29.660000,19.0,89.66,6.0,16.0,230.0,276.0,281.0,310.0,33.043,30.187,26.43
0 days 01:36:29.729000,SAR,2,0 days 00:01:29.470000,20.0,89.47,7.0,16.0,234.0,280.0,279.0,309.0,32.955,30.156,26.359
0 days 01:37:59.770000,SAR,2,0 days 00:01:30.041000,21.0,90.041,8.0,16.0,,281.0,276.0,310.0,32.804,30.16,27.077
0 days 01:39:29.575000,SAR,2,0 days 00:01:29.805000,22.0,89.805,9.0,11.0,233.0,280.0,277.0,,33.277,30.174,26.354
0 days 01:40:58.873000,SAR,2,0 days 00:01:29.298000,23.0,89.298,10.0,11.0,235.0,282.0,279.0,308.0,32.994,30.01,26.294
0 days 01:42:28.243000,SAR,2,0 days 00:01:29.370000,24.0,89.37,11.0,11.0,229.0,276.0,280.0,306.0,33.009,30.12,26.241
0 days 01:43:57.775000,SAR,2,0 days 00:01:29.532000,25.0,89.532,12.0,11.0,,274.0,280.0,307.0,32.926,30.443,26.163
0 days 01:45:32.363000,SAR,2,0 days 00:01:34.588000,26.0,94.588,13.0,11.0,227.0,278.0,,306.0,33.691,30.185,30.712
0 days 01:47:25.831000,SAR,2,0 days 00:01:53.468000,27.0,113.468,1.0,18.0,232.0,278.0,278.0,172.0,56.791,30.602,26.075
0 days 01:48:55.150000,SAR,2,0 days 00:01:29.319000,28.0,89.319,2.0,18.0,230.0,279.0,286.0,305.0,33.123,30.044,26.152
0 days 01:50:23.441000,SAR,2,0 days 00:01:28.291000,29.0,88.291,3.0,18.0,232.0,278.0,281.0,328.0,32.471,29.889,25.931
0 days 01:51:51.536000,SAR,2,0 days 00:01:28.095000,30.0,88.095,4.0,18.0,235.0,276.0,282.0,309.0,32.551,29.702,25.842
0 days 01:53:19.519000,SAR,2,0 days 00:01:27.983000,31.0,87.983,5.0,18.0,234.0,278.0,282.0,310.0,32.376,29.838,25.769
0 days 01:54:47.749000,SAR,2,0 days 00:01:28.230000,32.0,88.23,6.0,18.0,233.0,277.0,282.0,312.0,32.375,29.942,25.913
0 days 01:56:16.553000,SAR,2,0 days 00:01:28.804000,33.0,88.804,7.0,18.0,231.0,278.0,282.0,311.0,32.714,30.05,26.04
0 days 01:57:45.535000,SAR,2,0 days 00:01:28.982000,34.0,88.982,8.0,18.0,232.0,278.0,282.0,,32.633,30.174,26.175
0 days 01:59:14.106000,SAR,2,0 days 00:01:28.571000,35.0,88.571,9.0,18.0,231.0,280.0,289.0,310.0,32.608,29.978,25.985
0 days 02:00:43.160000,SAR,2,0 days 00:01:29.054000,36.0,89.054,10.0,18.0,230.0,278.0,288.0,330.0,32.772,30.294,25.988
0 days 02:02:12.041000,SAR,2,0 days 00:01:28.881000,37.0,88.881,11.0,18.0,229.0,279.0,284.0,,32.614,30.202,26.065
0 days 02:03:41.017000,SAR,2,0 days 00:01:28.976000,38.0,88.976,12.0,18.0,228.0,277.0,283.0,312.0,32.626,30.234,26.116
0 days 02:05:10.604000,SAR,2,0 days 00:01:29.587000,39.0,89.587,13.0,17.0,231.0,276.0,281.0,313.0,32.604,30.89,26.093
0 days 02:07:02.265000,SAR,2,0 days 00:01:51.661000,40.0,111.661,14.0,17.0,229.0,167.0,,306.0,33.166,31.513,46.982
0 days 01:04:22.870000,HAM,44,,0.0,,1.0,1.0,,,,,,,
